date,amfi_code,scheme_name,nav
2021-02-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.3588
2021-02-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.7878
2021-02-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.7878
2021-02-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.7878
2021-03-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.8947
2021-03-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.7662
2021-03-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.4923
2021-03-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.9623
2021-03-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.2252
2021-03-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.2252
2021-03-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.2252
2021-03-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.5876
2021-03-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.3161
2021-03-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.6966
2021-03-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.6966
2021-03-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.9315
2021-03-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.9315
2021-03-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.9315
2021-03-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.5963
2021-03-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.5682
2021-03-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.2732
2021-03-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.0465
2021-03-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.7498
2021-03-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.7498
2021-03-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.7498
2021-03-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.4156
2021-03-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.5212
2021-03-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.1717
2021-03-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.6698
2021-03-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.5087
2021-03-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.5087
2021-03-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.5087
2021-03-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.5087
2021-03-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.6977
2021-03-31,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.4737
2021-04-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.4903
2021-04-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.4903
2021-04-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.4903
2021-04-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.4903
2021-04-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.5976
2021-04-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.3419
2021-04-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.9063
2021-04-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,89.9964
2021-04-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.0091
2021-04-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.0091
2021-04-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.0091
2021-04-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.272
2021-04-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.9516
2021-04-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.9516
2021-04-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.1259
2021-04-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.3888
2021-04-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.3888
2021-04-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.3888
2021-04-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,86.7783
2021-04-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.1948
2021-04-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.1948
2021-04-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.767
2021-04-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.9149
2021-04-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.9149
2021-04-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,87.9149
2021-04-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,88.5558
2021-04-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,89.5712
2021-04-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.332
2021-04-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.6173
2021-04-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.4752
2021-05-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.4752
2021-05-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,90.4752
2021-05-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,91.3828
2021-05-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,91.3626
2021-05-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.0577
2021-05-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.1186
2021-05-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.2135
2021-05-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.2135
2021-05-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.2135
2021-05-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.846
2021-05-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,93.5737
2021-05-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.9124
2021-05-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.9124
2021-05-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.2765
2021-05-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.2765
2021-05-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.2765
2021-05-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,92.9585
2021-05-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,93.9225
2021-05-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,94.7558
2021-05-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,95.0316
2021-05-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,95.3914
2021-05-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,95.3914
2021-05-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,95.3914
2021-05-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,96.0305
2021-05-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,96.8992
2021-05-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.3437
2021-05-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.9063
2021-05-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.2483
2021-05-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.2483
2021-05-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.2483
2021-05-31,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.38
2021-06-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,97.2044
2021-06-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.0796
2021-06-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.125
2021-06-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.8539
2021-06-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.8539
2021-06-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.8539
2021-06-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.9491
2021-06-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.1122
2021-06-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.0036
2021-06-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.9654
2021-06-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.8345
2021-06-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.8345
2021-06-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.8345
2021-06-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.2339
2021-06-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.6014
2021-06-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.1338
2021-06-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.6026
2021-06-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.4344
2021-06-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.4344
2021-06-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.4344
2021-06-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,98.8195
2021-06-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.366
2021-06-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.71
2021-06-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,99.7729
2021-06-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.1155
2021-06-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.1155
2021-06-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.1155
2021-06-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.7862
2021-06-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.5042
2021-06-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.9756
2021-07-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.142
2021-07-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.8067
2021-07-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.8067
2021-07-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.8067
2021-07-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.4792
2021-07-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.8988
2021-07-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.5981
2021-07-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.0963
2021-07-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.1664
2021-07-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.1664
2021-07-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.1664
2021-07-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.1041
2021-07-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.6746
2021-07-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,105.2564
2021-07-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,105.0695
2021-07-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.9914
2021-07-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.9914
2021-07-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.9914
2021-07-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.8046
2021-07-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.3603
2021-07-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.3603
2021-07-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.1531
2021-07-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.3972
2021-07-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.3972
2021-07-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.3972
2021-07-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.4083
2021-07-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.8914
2021-07-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.617
2021-07-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.8903
2021-07-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,105.3714
2021-07-31,125497.0,SBI Small Cap Fund - Direct Plan - Growth,105.3714
2021-08-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,105.3714
2021-08-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,106.1017
2021-08-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,106.3929
2021-08-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,105.4579
2021-08-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.998
2021-08-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.8069
2021-08-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.8069
2021-08-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.8069
2021-08-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.2697
2021-08-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.739
