date,amfi_code,scheme_name,nav
2025-02-06,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5644.1449
2025-02-07,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5644.185
2025-02-08,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5644.185
2025-02-09,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5644.185
2025-02-10,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5646.022
2025-02-11,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5647.2714
2025-02-12,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5648.4814
2025-02-13,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5650.1659
2025-02-14,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5651.0746
2025-02-15,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5651.0746
2025-02-16,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5651.0746
2025-02-17,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5654.1189
2025-02-18,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5655.0607
2025-02-19,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5655.0607
2025-02-20,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5657.2867
2025-02-21,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5658.526
2025-02-22,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5658.526
2025-02-23,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5658.526
2025-02-24,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5662.8036
2025-02-25,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5663.4085
2025-02-26,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5663.4085
2025-02-27,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5665.5035
2025-02-28,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5666.3039
2025-03-01,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5666.3039
2025-03-02,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5666.3039
2025-03-03,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5668.836
2025-03-04,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5669.5153
2025-03-05,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5669.8421
2025-03-06,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5670.7057
2025-03-07,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5671.5
2025-03-08,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5671.5
2025-03-09,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5671.5
2025-03-10,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5675.2614
2025-03-11,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5676.1432
2025-03-12,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5677.2615
2025-03-13,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5679.1086
2025-03-14,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5679.1086
2025-03-15,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5679.1086
2025-03-16,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5679.1086
2025-03-17,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5683.8145
2025-03-18,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5685.3043
2025-03-19,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5687.3531
2025-03-20,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5689.694
2025-03-21,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5693.8851
2025-03-22,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5693.8851
2025-03-23,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5693.8851
2025-03-24,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5700.1857
2025-03-25,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5701.1631
2025-03-26,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5704.2365
2025-03-27,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5705.1533
2025-03-28,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5713.7697
2025-03-29,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5713.7697
2025-03-30,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5713.7697
2025-03-31,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5716.824
2025-04-01,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5716.824
2025-04-02,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5726.3244
2025-04-03,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5730.5444
2025-04-04,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5732.122
2025-04-05,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5732.122
2025-04-06,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5732.122
2025-04-07,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5735.1937
2025-04-08,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5736.6882
2025-04-09,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5740.7071
2025-04-10,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5740.7071
2025-04-11,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5744.5695
2025-04-12,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5744.5695
2025-04-13,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5744.5695
2025-04-14,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5744.5695
2025-04-15,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5749.0705
2025-04-16,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5750.2512
2025-04-17,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5751.9598
2025-04-18,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5751.9598
2025-04-19,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5751.9598
2025-04-20,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5751.9598
2025-04-21,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5758.0083
2025-04-22,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5759.3888
2025-04-23,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5760.6599
2025-04-24,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5762.4655
2025-04-25,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5762.4356
2025-04-26,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5762.4356
2025-04-27,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5762.4356
2025-04-28,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5765.5012
2025-04-29,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5766.6546
2025-04-30,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5767.1752
2025-05-01,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5767.1752
2025-05-02,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5769.7362
2025-05-03,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5769.7362
2025-05-04,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5769.7362
2025-05-05,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5773.1211
2025-05-06,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5774.9972
2025-05-07,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5776.0155
2025-05-08,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5774.8342
2025-05-09,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5773.3156
2025-05-10,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5773.3156
2025-05-11,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5773.3156
2025-05-12,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5773.3156
2025-05-13,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5780.0491
2025-05-14,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5783.7466
2025-05-15,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5784.8317
2025-05-16,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5787.4816
2025-05-17,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5787.4816
2025-05-18,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5787.4816
2025-05-19,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5791.2421
2025-05-20,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5793.6894
2025-05-21,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5795.4048
2025-05-22,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5795.8073
2025-05-23,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5797.5783
2025-05-24,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5797.5783
